// Cantrips
// -----------------
// Clairvoyance						AGTT_Shout_Clairvoyance_GM
// Detect Magic (Ritual)			AGTT_Shout_DetectMagic_GM
// Detect Poison and Disease		AGTT_Shout_DetectPoison_GM
// Mental Interference				AGTT_Target_MentalInterference_Psychic	AGTT_Target_MentalInterference_Force
// Project Object					AGTT_Teleportation_ProjectObject
// Psychic Howl						AGTT_Target_PsychicHowl
// Spectral Shield					AGTT_Shout_SpectralShield

// Game Master mode only, probably
data "PositionEffect" "VFX_Spells_Cast_Intent_Control_TargetAoE_Impact_Textkey_01::VFX_Somatic_01:0:None::None::0:0::::;VFX_Spells_Cast_Intent_Control_TargetAoE_Impact_Textkey_02::Cast:0:None::None::0:0::::;VFX_Spells_Cast_Intent_Control_TargetAoE_Impact_PostProcess_Textkey_01::Cast:0:None::None::0:0::::"
data "CastTextEvent" "Cast"
data "CastSound" "Spell_Cast_Control_Sleep_L1to3"
data "TargetSound" "Spell_Impact_Control_Sleep_L1to3"
data "SpellAnimationArcaneMagic" "554a18f7-952e-494a-b301-7702a85d4bc9(SPL_Arcane_Control_Combat_01_Prepare);;af94aac1-d8eb-4ccb-9520-694ade11b61c(SPL_Somatic_Target_Snap_Combat_01_Cast);f5db4001-b136-4c48-9aa4-026c4a7dd3b7(SPL_Somatic_Target_Snap_Combat_01_Recover);;"
data "SpellAnimationDivineMagic" "554a18f7-952e-494a-b301-7702a85d4bc9(SPL_Arcane_Control_Combat_01_Prepare);;af94aac1-d8eb-4ccb-9520-694ade11b61c(SPL_Somatic_Target_Snap_Combat_01_Cast);f5db4001-b136-4c48-9aa4-026c4a7dd3b7(SPL_Somatic_Target_Snap_Combat_01_Recover);;"
data "SpellAnimationNoneMagic" "554a18f7-952e-494a-b301-7702a85d4bc9(SPL_Arcane_Control_Combat_01_Prepare);;af94aac1-d8eb-4ccb-9520-694ade11b61c(SPL_Somatic_Target_Snap_Combat_01_Cast);f5db4001-b136-4c48-9aa4-026c4a7dd3b7(SPL_Somatic_Target_Snap_Combat_01_Recover);;"
data "SpellFlags" "IsSpell;HasSomaticComponent;HasHighGroundRangeExtension;IsHarmful;RangeIgnoreVerticalThreshold"

new entry "AGTT_STATUS_BRAND"
type "StatusData"
data "StatusType" "BOOST"
data "DisplayName" "Brand"
data "Description" "This creature has been branded, and cannot hide from the caster's eye."
data "Icon" "Spell_Evocation_FaerieFire"
data "StatusEffect" "VFX_Status_FaerieFire_HeadFX_01:Dummy_OverheadFX:;VFX_Status_FaerieFire_Dummy_Root_01"
data "StackId" "INVISIBILITY"
data "StackPriority" "10"
data "StatusGroups" "SG_Light"

new entry "AGTT_Target_Command_Halt"
type "SpellData"
data "SpellType" "Target"
using "Target_Command_Halt"
data "SpellSchool" "Mysticism"

new entry "AGTT_Target_Command_Approach"
type "SpellData"
data "SpellType" "Target"
using "Target_Command_Approach"
data "SpellSchool" "Mysticism"

new entry "AGTT_Target_Command_Drop"
type "SpellData"
data "SpellType" "Target"
using "Target_Command_Drop"
data "SpellSchool" "Mysticism"

new entry "AGTT_Target_Command_Flee"
type "SpellData"
data "SpellType" "Target"
using "Target_Command_Flee"
data "SpellSchool" "Mysticism"

new entry "AGTT_Target_Command_Grovel"
type "SpellData"
data "SpellType" "Target"
using "Target_Command_Grovel"
data "SpellSchool" "Mysticism"


new entry "AGTT_Target_Dispel"
type "SpellData"
using "Target_DispelMagic"
data "SpellSchool" "Mysticism"

data "SpellFlags" "IsSpell;HasSomaticComponent"

// Game Master mode only, probably
new entry "AGTT_Shout_DetectLife_GM"
type "SpellData"
data "SpellType" "Shout"
data "Level" "0"
data "SpellSchool" "Mysticism"
data "DisplayName" "Detect Life"
data "AreaRadius" "9"
data "Description" "For the duration of the spell, you know if there are any living creatures in the area."
data "Icon" "unknown"
data "TargetConditions" "Self()"
data "SpellProperties" "ApplyStatus(AGTT_STATUS_DETECTLIFE),100,85"
data "CastEffect" "VFX_Spells_Cast_Intent_Whitebox_ShoutSelf_Cast_Root_01,Detach:Dummy_BodyFX::0:None::None::0:0::::;VFX_Spells_Cast_Intent_Whitebox_ShoutSelf_Impact_01:Dummy_Root:Cast:0:None::None::0:0::::"
data "CastTextEvent" "Cast"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:1"
data "MemoryCost" "1"
data "SpellFlags" "IsSpell;IsConcentration;HasSomaticComponent"

new entry "AGTT_STATUS_DETECTLLIFE"
type "StatusData"
data "StatusType" "BOOST"
data "DisplayName" "Detect Life"
data "Description" "This creature is seeking out Life in the area"
data "Icon" "Spell_Divination_DetectEvilAndGood"
data "FormatColor" "LightBlue"
data "StatusEffect" "VFX_Script_Stub_Loop_01:Dummy_OverheadFX"
data "StackId" "AGTT_STATUS_DETECTLIFE"
data "AuraRadius" "10"
data "AuraStatuses" "TARGET:IF(Character() and not Dead() and not Self()):ApplyStatus(AGTT_STATUS_DETECTED_LIFE)"
data "StatusPropertyFlags" "ForGameMaster;"

new entry "AGTT_STATUS_DETECTED_LIFE"
type "StatusData"
data "StatusType" "BOOST"
data "DisplayName" "Life Detected"
data "Description" "This creature has detected Life in the vicinity"
data "Icon" "statIcons_Pure"
data "FormatColor" "Purple"
data "StatusEffect" "VFX_Script_Stub_OverlayMaterial_01"
data "StackId" "AGTT_STATUS_DETECTED_MAGIC"
data "StatusPropertyFlags" "ForGameMaster"

new entry "AGTT_Target_Identify"
type "SpellData"
data "SpellType" "Target"
using "Target_Identify"
data "SpellSchool" "Mysticism"
data "SpellFlags" "IsSpell;HasSomaticComponent;IsMelee"

new entry "AGTT_Mage_Armor"
type "SpellData"
data "SpellType" "Target"
using "Target_MageArmor"
data "SpellFlags" "IsSpell;CannotTargetItems;HasSomaticComponent;IsMelee"

new entry "AGTT_Shout_Nightshield"
type "SpellData"
data "SpellType" "Shout"
data "Level" "1"
data "SpellSchool" "Mysticism"
data "DisplayName" "Nightshield"
data "Description" "A protective field of shadowy energy cloaks your body, protecting you from Force damage and Magic Missile, while also granting a bonus to all saving throws. The spell ends if you are exposed to direct sunlight."
data "TargetConditions" "Self() and not IsInSunlight()"
data "SpellProperties" "ApplyStatus(AGTT_STATUS_NIGHTSHIELD,100,9)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_NIGHTSHIELD,100,9)"
data "PrepareEffect" "VFX_Spells_Prepare_Arcane_Intent_Buff_Root_01,KeepRot:Dummy_Root::0:None::None::0:0::::;VFX_Spells_Prepare_Arcane_Intent_Buff_HandFX_01:Dummy_L_HandFX,Dummy_R_HandFX::0:None::None::0:0::::;VFX_Spells_Prepare_Arcane_Intent_Buff_BodyFX_Textkey_01:Dummy_BodyFX:VFX_Prepare_01:0:None::None::0:0::::;VFX_Spells_Prepare_Arcane_Intent_Buff_Root_Textkey_01,KeepRot:Dummy_Root:VFX_Prepare_01:0:None::None::0:0::::;VFX_Sound_Spell_Prepare_Intent_Buff_01:Dummy_Root::0:None::None::0:0::::"
data "CastEffect" "VFX_Spells_Cast_Intent_Buff_TargetTouch_R_HandFX_01,KeepRot:Dummy_R_HandFX::0:None::None::0:0::::;VFX_Spells_Cast_Intent_Buff_TargetTouch_R_HandFX_Textkey_01,Detach:Dummy_R_HandFX:VFX_Somatic_01:0:None::None::0:0::::"
data "TargetEffect" "VFX_Sound_Spell_Guidance_Impact_01:Cast::0:None::None::0:0::::;VFX_Spells_Cast_Intent_Buff_Target_MageArmor_Textkey_01,Detach::Cast:0:None::None::0:0::::"
data "CastSelfAnimation" "efbf3ee5-7340-4b29-8ab5-113b004a8e7b(SPL_Somatic_Self_Touch_Combat_01_Cast)"
data "SpellAnimationArcaneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;e37d18b8-0de7-4bbc-a644-31ec2a91e548(SPL_Somatic_Touch_Combat_01_Cast);acfe8d41-20c1-4fe8-b158-f4b2be86e080(SPL_Somatic_Touch_Combat_01_Recover);;"
data "SpellAnimationDivineMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;e37d18b8-0de7-4bbc-a644-31ec2a91e548(SPL_Somatic_Touch_Combat_01_Cast);acfe8d41-20c1-4fe8-b158-f4b2be86e080(SPL_Somatic_Touch_Combat_01_Recover);;"
data "SpellAnimationNoneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;e37d18b8-0de7-4bbc-a644-31ec2a91e548(SPL_Somatic_Touch_Combat_01_Cast);acfe8d41-20c1-4fe8-b158-f4b2be86e080(SPL_Somatic_Touch_Combat_01_Recover);;"
data "CastTextEvent" "Cast"
data "CastSound" "Spell_Cast_Buff_MageArmor_L1to3"
data "TargetSound" "Spell_Impact_Buff_MageArmor_L1to3"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:1"
data "MemoryCost" "1"
data "SpellFlags" "IsSpell;IsConcentration;HasSomaticComponent"

new entry "AGTT_STATUS_NIGHTSHIELD"
type "StatusData"
data "StatusType" "BOOST"
data "DisplayName" "Nightshield"
data "Description" "This Creature has resistance for Force Damage and is safe from Magic Missile. They also gain 1d4 to all Saving throws."
data "Icon" "Spell_Divination_Guidance"
data "StatusEffect" "VFX_Status_Guidance_01:;VFX_Status_Guidance_HeadFX_01:Dummy_HeadFX:;"
data "StackId" "GUIDANCE"
data "TickType" "EndTurn"
data "TickFunctors" "IF(IsInSunlight()):RemoveStatus(AGTT_STATUS_NIGHTSHIELD)"
data "Boosts" "RollBonus(SavingThrow,1d4);Resistance(Force,Resistant)"

new entry "AGTT_Target_Pester"
type "SpellData"
data "SpellType" "Shout"
dat "Level" "1"
data "SpellSchool" "Mysticism"
data "DisplayName" "Pester"
data "Description" "You cause a creature to be pestered by a seemingly innocuous, though annoying, distraction. A nagging itch it can't reach, a tickle in its throat, an eyelash falling into its eye. If it fails a saving throw, it has disadvantage on attack rolls and Wisdom checks while under the effects."
data "TargetRadius" "18"
data "SpellRoll" "not SavingThrow(Ability.Charisma, SourceSpellDC)"
data "TooltipAttackSave" "Charisma"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_PESTER,100,9)"
data "SpellSuccess" "ApplyStatus(AGTT_STATUS_PESTER,100,9)"
data "SpellAnimationArcaneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationDivineMagic" "f0e00e36-4d0d-4037-830c-fe09383c0d43(SPL_Divine_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationNoneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellFlags" "IsSpell;IsConcentration;HasSomaticComponent;isHarmful;isAttack;Stealth"

new entry "AGTT_STATUS_PESTER"
type "StatusData"
data "StatusType" "BOOST"
data "DisplayName" "Pestered"
data "Description" "This creature is being driven up the wall by a minor annoyance"
data "Icon" "Spell_Enchantment_Bane"
data "StillAnimationType" "Weakened"
data "SoundVocalStart" "WEAK"
data "StackId" "BANE"
data "StatusEffect" "VFX_Status_Automaton_Stunned_01,KeepRot:Dummy_ChestFX::0:None::None:22e5209c-eaeb-40dc-b6ef-a371794110c2:0:0::::;"
data "MaterialType" "Overlay"
data "MaterialApplyBody" "Yes"
data "MaterialApplyArmor" "Yes"
data "MaterialApplyWeapon" "No"
data "MaterialApplyNormalMap" "No"
data "AnimationStart" "b554aad5-6f39-4406-b248-e82084d01b1f(STAT_Dazed_Combat_01_Start)"
data "AnimationLoop" "06cff5ab-1705-403a-b20f-d5c9defbece5(STAT_Dazed_Combat_01_Loop)"
data "AnimationEnd" "1f3a444e-1012-48ba-8d67-2717082e6470(STAT_Dazed_Combat_01_End)"
data "StillAnimationPriority" "Dazed"
data "TickType" "EndTurn"
data "TickFunctors" "IF(not SavingThrow(Ability.Charisma, SourceSpellDC())):RemoveStatus(AGTT_STATUS_PESTER)"
data "Boosts" "Disadvantage(Attack);Disadvantage(Ability,Wisdom);"
